protocol_seed,bsc,query_index,target_id,method,decision,certified,direct_output,heuristic_reuse,cache_reuse,candidate_bank_index,candidate_original_id,candidate_cosine,candidate_verifier_good,candidate_identity_match,false_certification,bad_reuse,fallback_used,completion_bank_index,completion_original_id,completion_cosine,completion_verifier_good,completion_identity_match,protocol_bits,protocol_forward_bits,protocol_reverse_bits,fallback_bits,completion_forward_bits,completion_bits,audit_bits,attempts,logical_round_trips
4108815543219190477,0.0,0,1000021,proposal64_unverified,unverified_reuse,0,1,0,1,0,1000021,0.9327563088954829,1,1,0,0,0,0,1000021,0.9327563088954829,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,1,1000024,proposal64_unverified,unverified_reuse,0,1,0,1,1,1000024,0.9461365309012937,1,1,0,0,0,1,1000024,0.9461365309012937,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,2,1000051,proposal64_unverified,unverified_reuse,0,1,0,1,2,1000051,0.9447141911744628,1,1,0,0,0,2,1000051,0.9447141911744628,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,3,1000057,proposal64_unverified,unverified_reuse,0,1,0,1,3,1000057,0.9013850739839939,1,1,0,0,0,3,1000057,0.9013850739839939,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,4,1000061,proposal64_unverified,unverified_reuse,0,1,0,1,348,1003453,0.5906082735502094,0,0,0,1,0,348,1003453,0.5906082735502094,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,5,1000062,proposal64_unverified,unverified_reuse,0,1,0,1,5,1000062,0.9234240286589186,1,1,0,0,0,5,1000062,0.9234240286589186,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,6,1000087,proposal64_unverified,unverified_reuse,0,1,0,1,7,1000087,0.8995014693815208,1,1,0,0,0,7,1000087,0.8995014693815208,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,7,1000108,proposal64_unverified,unverified_reuse,0,1,0,1,9,1000108,0.8846940112275342,1,1,0,0,0,9,1000108,0.8846940112275342,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,8,1000191,proposal64_unverified,unverified_reuse,0,1,0,1,15,1000191,0.8078459512263083,1,1,0,0,0,15,1000191,0.8078459512263083,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,9,1000226,proposal64_unverified,unverified_reuse,0,1,0,1,133,1001252,0.5302058173346584,0,0,0,1,0,133,1001252,0.5302058173346584,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,10,1000254,proposal64_unverified,unverified_reuse,0,1,0,1,22,1000254,0.9727509912897285,1,1,0,0,0,22,1000254,0.9727509912897285,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,11,1000259,proposal64_unverified,unverified_reuse,0,1,0,1,23,1000259,0.8543667010756827,1,1,0,0,0,23,1000259,0.8543667010756827,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,12,1000277,proposal64_unverified,unverified_reuse,0,1,0,1,25,1000277,0.8854047908081115,1,1,0,0,0,25,1000277,0.8854047908081115,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,13,1000279,proposal64_unverified,unverified_reuse,0,1,0,1,26,1000279,0.8965203027711439,1,1,0,0,0,26,1000279,0.8965203027711439,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,14,1000332,proposal64_unverified,unverified_reuse,0,1,0,1,30,1000332,0.9270678929461929,1,1,0,0,0,30,1000332,0.9270678929461929,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,15,1000345,proposal64_unverified,unverified_reuse,0,1,0,1,32,1000345,0.9017071135792568,1,1,0,0,0,32,1000345,0.9017071135792568,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,16,1000372,proposal64_unverified,unverified_reuse,0,1,0,1,628,1006557,0.7274346068366396,0,0,0,1,0,628,1006557,0.7274346068366396,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,17,1000415,proposal64_unverified,unverified_reuse,0,1,0,1,36,1000415,0.9357465477840955,1,1,0,0,0,36,1000415,0.9357465477840955,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,18,1000421,proposal64_unverified,unverified_reuse,0,1,0,1,37,1000421,0.9172796644230764,1,1,0,0,0,37,1000421,0.9172796644230764,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,19,1000446,proposal64_unverified,unverified_reuse,0,1,0,1,39,1000446,0.9547261298777052,1,1,0,0,0,39,1000446,0.9547261298777052,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,20,1000471,proposal64_unverified,unverified_reuse,0,1,0,1,67,1000718,0.5680267404299073,0,0,0,1,0,67,1000718,0.5680267404299073,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,21,1000476,proposal64_unverified,unverified_reuse,0,1,0,1,43,1000476,0.9280543289311375,1,1,0,0,0,43,1000476,0.9280543289311375,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,22,1000494,proposal64_unverified,unverified_reuse,0,1,0,1,45,1000494,0.9500057957666903,1,1,0,0,0,45,1000494,0.9500057957666903,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,23,1000496,proposal64_unverified,unverified_reuse,0,1,0,1,157,1001490,0.6755399509825778,0,0,0,1,0,157,1001490,0.6755399509825778,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,24,1000525,proposal64_unverified,unverified_reuse,0,1,0,1,266,1002505,0.6682284258405065,0,0,0,1,0,266,1002505,0.6682284258405065,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,25,1000534,proposal64_unverified,unverified_reuse,0,1,0,1,51,1000534,0.7102737786370821,0,1,0,1,0,51,1000534,0.7102737786370821,0,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,26,1000589,proposal64_unverified,unverified_reuse,0,1,0,1,18,1000225,0.6151205247441585,0,0,0,1,0,18,1000225,0.6151205247441585,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,27,1000590,proposal64_unverified,unverified_reuse,0,1,0,1,53,1000590,0.9600869642798624,1,1,0,0,0,53,1000590,0.9600869642798624,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,28,1000626,proposal64_unverified,unverified_reuse,0,1,0,1,52,1000589,0.7384206730380821,0,0,0,1,0,52,1000589,0.7384206730380821,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,29,1000636,proposal64_unverified,unverified_reuse,0,1,0,1,59,1000636,0.9669823155582422,1,1,0,0,0,59,1000636,0.9669823155582422,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,30,1000646,proposal64_unverified,unverified_reuse,0,1,0,1,329,1003198,0.5410009793093101,0,0,0,1,0,329,1003198,0.5410009793093101,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,31,1000682,proposal64_unverified,unverified_reuse,0,1,0,1,85,1000860,0.7097654871867496,0,0,0,1,0,85,1000860,0.7097654871867496,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,32,1000739,proposal64_unverified,unverified_reuse,0,1,0,1,68,1000739,0.9391971805986027,1,1,0,0,0,68,1000739,0.9391971805986027,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,33,1000753,proposal64_unverified,unverified_reuse,0,1,0,1,69,1000753,0.9127439995220819,1,1,0,0,0,69,1000753,0.9127439995220819,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,34,1000756,proposal64_unverified,unverified_reuse,0,1,0,1,70,1000756,0.7779362271278356,1,1,0,0,0,70,1000756,0.7779362271278356,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,35,1000764,proposal64_unverified,unverified_reuse,0,1,0,1,36,1000415,0.7462065016810286,0,0,0,1,0,36,1000415,0.7462065016810286,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,36,1000774,proposal64_unverified,unverified_reuse,0,1,0,1,74,1000774,0.8957938262580237,1,1,0,0,0,74,1000774,0.8957938262580237,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,37,1000793,proposal64_unverified,unverified_reuse,0,1,0,1,78,1000793,0.9184500031612253,1,1,0,0,0,78,1000793,0.9184500031612253,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,38,1000816,proposal64_unverified,unverified_reuse,0,1,0,1,118,1001159,0.7172049371271861,0,0,0,1,0,118,1001159,0.7172049371271861,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,39,1000821,proposal64_unverified,unverified_reuse,0,1,0,1,84,1000821,0.9274018127828914,1,1,0,0,0,84,1000821,0.9274018127828914,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,40,1000860,proposal64_unverified,unverified_reuse,0,1,0,1,686,1007032,0.7504219872550535,0,0,0,1,0,686,1007032,0.7504219872550535,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,41,1000864,proposal64_unverified,unverified_reuse,0,1,0,1,184,1001746,0.6280103859623373,0,0,0,1,0,184,1001746,0.6280103859623373,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,42,1000870,proposal64_unverified,unverified_reuse,0,1,0,1,136,1001268,0.5584236842151593,0,0,0,1,0,136,1001268,0.5584236842151593,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,43,1000878,proposal64_unverified,unverified_reuse,0,1,0,1,89,1000878,0.9937457596932886,1,1,0,0,0,89,1000878,0.9937457596932886,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,44,1000889,proposal64_unverified,unverified_reuse,0,1,0,1,90,1000889,0.9224384322979854,1,1,0,0,0,90,1000889,0.9224384322979854,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,45,1000890,proposal64_unverified,unverified_reuse,0,1,0,1,312,1003054,0.5519043682691671,0,0,0,1,0,312,1003054,0.5519043682691671,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,46,1000908,proposal64_unverified,unverified_reuse,0,1,0,1,93,1000908,0.9366717703144054,1,1,0,0,0,93,1000908,0.9366717703144054,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,47,1001052,proposal64_unverified,unverified_reuse,0,1,0,1,107,1001052,0.9221764092885252,1,1,0,0,0,107,1001052,0.9221764092885252,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,48,1001071,proposal64_unverified,unverified_reuse,0,1,0,1,381,1003885,0.7399311751747197,0,0,0,1,0,381,1003885,0.7399311751747197,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,49,1001107,proposal64_unverified,unverified_reuse,0,1,0,1,111,1001107,0.8732171754149642,1,1,0,0,0,111,1001107,0.8732171754149642,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,50,1001133,proposal64_unverified,unverified_reuse,0,1,0,1,114,1001133,0.8662016607012175,1,1,0,0,0,114,1001133,0.8662016607012175,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,51,1001146,proposal64_unverified,unverified_reuse,0,1,0,1,116,1001146,0.9446469610888708,1,1,0,0,0,116,1001146,0.9446469610888708,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,52,1001159,proposal64_unverified,unverified_reuse,0,1,0,1,118,1001159,0.9489449878627128,1,1,0,0,0,118,1001159,0.9489449878627128,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,53,1001168,proposal64_unverified,unverified_reuse,0,1,0,1,120,1001168,0.9571179888451329,1,1,0,0,0,120,1001168,0.9571179888451329,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,54,1001172,proposal64_unverified,unverified_reuse,0,1,0,1,121,1001172,0.9352159564355309,1,1,0,0,0,121,1001172,0.9352159564355309,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,55,1001175,proposal64_unverified,unverified_reuse,0,1,0,1,852,1008499,0.6970993692778686,0,0,0,1,0,852,1008499,0.6970993692778686,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,56,1001184,proposal64_unverified,unverified_reuse,0,1,0,1,123,1001184,0.8966659573158635,1,1,0,0,0,123,1001184,0.8966659573158635,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,57,1001190,proposal64_unverified,unverified_reuse,0,1,0,1,124,1001190,0.9318292679597828,1,1,0,0,0,124,1001190,0.9318292679597828,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,58,1001193,proposal64_unverified,unverified_reuse,0,1,0,1,125,1001193,0.8849417782227761,1,1,0,0,0,125,1001193,0.8849417782227761,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,59,1001218,proposal64_unverified,unverified_reuse,0,1,0,1,99,1001004,0.610125138788989,0,0,0,1,0,99,1001004,0.610125138788989,0,0,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,60,1001252,proposal64_unverified,unverified_reuse,0,1,0,1,133,1001252,0.8920813449733059,1,1,0,0,0,133,1001252,0.8920813449733059,1,1,208,208,0,0,208,208,0,1,0
4108815543219190477,0.0,61,1001266,proposal64_unverified,unverified_reuse,0,1,0,1,634,1006648,0.7643569352970547,0,0,0,1,0,634,1006648,0.7643569352970547,0,0,208,208,0,0,208,208,0,1,0
